,ROBO_ID,OCCURRENCE,CODE,CONTENT,CLASS
6585,157,15.10.2020,E1028,Jt 7 motor overloaded.,1.0
6586,157,16.10.2020,E1028,Jt 7 motor overloaded.,1.0
6587,157,17.10.2020,E1028,Jt 7 motor overloaded.,1.0
6588,157,22.10.2020,E1028,Jt 7 motor overloaded.,1.0
6596,157,24.10.2020,E1028,Jt 7 motor overloaded.,1.0
6597,157,26.10.2020,E1028,Jt 7 motor overloaded.,1.0
6601,157,31.10.2020,E1028,Jt 7 motor overloaded.,1.0
6604,157,12.11.2020,E1028,Jt 7 motor overloaded.,1.0
6606,157,14.11.2020,E1028,Jt 7 motor overloaded.,1.0
6609,157,25.11.2020,E1028,Jt 7 motor overloaded.,1.0
6616,157,12.12.2020,E1028,Jt 7 motor overloaded.,1.0
6618,157,14.12.2020,E1028,Jt 7 motor overloaded.,1.0
6621,157,25.12.2020,E1028,Jt 7 motor overloaded.,1.0
6624,157,6.01.2021,E1028,Jt 7 motor overloaded.,1.0
6627,157,12.01.2021,E1028,Jt 7 motor overloaded.,1.0
6629,157,13.01.2021,E1028,Jt 7 motor overloaded.,1.0
6630,157,25.01.2021,E1028,Jt 7 motor overloaded.,1.0
6631,157,29.01.2021,E1028,Jt 7 motor overloaded.,1.0
6635,157,8.02.2021,E1028,Jt 7 motor overloaded.,1.0
6636,157,9.02.2021,E1028,Jt 7 motor overloaded.,1.0
6639,157,13.02.2021,E1028,Jt 7 motor overloaded.,1.0
6640,157,22.02.2021,E1028,Jt 7 motor overloaded.,1.0
6643,157,24.02.2021,E1028,Jt 7 motor overloaded.,1.0
6645,157,25.02.2021,E1028,Jt 7 motor overloaded.,1.0
6672,157,12.04.2021,E1028,Jt 7 motor overloaded.,1.0
6674,157,13.04.2021,E1028,Jt 7 motor overloaded.,1.0
6675,157,14.04.2021,E1028,Jt 7 motor overloaded.,1.0
6678,157,15.04.2021,E1028,Jt 7 motor overloaded.,1.0
6679,157,25.04.2021,E1028,Jt 7 motor overloaded.,1.0
6680,157,26.04.2021,E1028,Jt 7 motor overloaded.,1.0
6681,157,27.04.2021,E1028,Jt 7 motor overloaded.,1.0
6682,157,28.04.2021,E1028,Jt 7 motor overloaded.,1.0
6683,157,29.04.2021,E1028,Jt 7 motor overloaded.,1.0
6686,157,3.05.2021,E1028,Jt 7 motor overloaded.,1.0
6691,157,4.05.2021,E1028,Jt 7 motor overloaded.,1.0
6692,157,6.05.2021,E1028,Jt 7 motor overloaded.,1.0
6694,157,7.05.2021,E1028,Jt 7 motor overloaded.,1.0
6696,157,8.05.2021,E1028,Jt 7 motor overloaded.,1.0
6697,157,24.05.2021,E1028,Jt 7 motor overloaded.,1.0
6698,157,26.05.2021,E1028,Jt 7 motor overloaded.,1.0
6699,157,29.05.2021,E1028,Jt 7 motor overloaded.,1.0
6700,157,1.06.2021,E1028,Jt 7 motor overloaded.,1.0
6702,157,8.06.2021,E1028,Jt 7 motor overloaded.,1.0
6703,157,9.06.2021,E1028,Jt 7 motor overloaded.,1.0
6704,157,18.06.2021,E1028,Jt 7 motor overloaded.,1.0
6706,157,22.06.2021,E1028,Jt 7 motor overloaded.,1.0
6707,157,28.06.2021,E1028,Jt 7 motor overloaded.,1.0
6708,157,1.07.2021,E1028,Jt 7 motor overloaded.,1.0
6709,157,2.07.2021,E1028,Jt 7 motor overloaded.,1.0
6710,157,5.07.2021,E1028,Jt 7 motor overloaded.,1.0
6712,157,14.07.2021,E1028,Jt 7 motor overloaded.,1.0
6718,157,16.07.2021,E1028,Jt 7 motor overloaded.,1.0
6719,157,17.07.2021,E1028,Jt 7 motor overloaded.,1.0
6721,157,26.07.2021,E1028,Jt 7 motor overloaded.,1.0
6722,157,27.07.2021,E1028,Jt 7 motor overloaded.,1.0
6723,157,28.07.2021,E1028,Jt 7 motor overloaded.,1.0
6725,157,29.07.2021,E1028,Jt 7 motor overloaded.,1.0
6730,157,30.07.2021,E1028,Jt 7 motor overloaded.,1.0
6735,157,7.09.2021,E1028,Jt 7 motor overloaded.,1.0
6741,157,8.09.2021,E1028,Jt 7 motor overloaded.,1.0
6742,157,10.09.2021,E1028,Jt 7 motor overloaded.,1.0
6743,157,14.09.2021,E1028,Jt 7 motor overloaded.,1.0
6747,157,15.09.2021,E1028,Jt 7 motor overloaded.,1.0
6749,157,16.09.2021,E1028,Jt 7 motor overloaded.,1.0
6750,157,20.09.2021,E1028,Jt 7 motor overloaded.,1.0
6752,157,9.10.2021,E1028,Jt 7 motor overloaded.,1.0
6753,157,25.10.2021,E1028,Jt 7 motor overloaded.,1.0
6755,157,4.11.2021,E1028,Jt 7 motor overloaded.,1.0
6756,157,6.11.2021,E1028,Jt 7 motor overloaded.,1.0
6759,157,19.11.2021,E1028,Jt 7 motor overloaded.,1.0
6760,157,29.11.2021,E1028,Jt 7 motor overloaded.,1.0
6761,157,2.12.2021,E1028,Jt 7 motor overloaded.,1.0
6763,157,8.12.2021,E1028,Jt 7 motor overloaded.,1.0
6764,157,9.12.2021,E1028,Jt 7 motor overloaded.,1.0
6765,157,10.12.2021,E1028,Jt 7 motor overloaded.,1.0
6767,157,15.12.2021,E1028,Jt 7 motor overloaded.,1.0
6769,157,16.12.2021,E1028,Jt 7 motor overloaded.,1.0
6770,157,25.12.2021,E1028,Jt 7 motor overloaded.,1.0
6771,157,30.12.2021,E1028,Jt 7 motor overloaded.,1.0
6773,157,4.01.2022,E1028,Jt 7 motor overloaded.,1.0
6776,157,11.01.2022,E1028,Jt 7 motor overloaded.,1.0
6782,157,21.01.2022,E1028,Jt 7 motor overloaded.,1.0
6785,157,21.01.2022,E1028,Jt 5 motor overloaded.,1.0
6787,157,12.02.2022,E1028,Jt 7 motor overloaded.,1.0
6788,157,24.02.2022,E1028,Jt 7 motor overloaded.,1.0
6789,157,4.03.2022,E1028,Jt 7 motor overloaded.,1.0
6791,157,17.03.2022,E1028,Jt 7 motor overloaded.,1.0
6799,157,30.03.2022,E1028,Jt 7 motor overloaded.,1.0
6805,157,6.04.2022,E1028,Jt 7 motor overloaded.,1.0
6806,157,8.04.2022,E1028,Jt 7 motor overloaded.,1.0
6808,157,12.04.2022,E1028,Jt 7 motor overloaded.,1.0
6809,157,13.04.2022,E1028,Jt 7 motor overloaded.,1.0
6811,157,21.04.2022,E1028,Jt 7 motor overloaded.,1.0
6812,157,26.04.2022,E1028,Jt 7 motor overloaded.,1.0
6814,157,27.04.2022,E1028,Jt 7 motor overloaded.,1.0
6816,157,30.04.2022,E1028,Jt 7 motor overloaded.,1.0
6818,157,5.05.2022,E1028,Jt 7 motor overloaded.,1.0
6819,157,7.05.2022,E1028,Jt 7 motor overloaded.,1.0
6821,157,9.05.2022,E1028,Jt 7 motor overloaded.,1.0
6824,157,11.05.2022,E1028,Jt 7 motor overloaded.,1.0
6828,157,13.05.2022,E1028,Jt 7 motor overloaded.,1.0
6829,157,27.05.2022,E1028,Jt 7 motor overloaded.,1.0
6830,157,28.05.2022,E1028,Jt 7 motor overloaded.,1.0
6831,157,2.06.2022,E1028,Jt 7 motor overloaded.,1.0
6835,157,4.06.2022,E1028,Jt 7 motor overloaded.,1.0
6837,157,8.06.2022,E1028,Jt 7 motor overloaded.,1.0
6841,157,17.06.2022,E1028,Jt 7 motor overloaded.,1.0
6844,157,23.06.2022,E1028,Jt 7 motor overloaded.,1.0
6847,157,25.06.2022,E1028,Jt 7 motor overloaded.,1.0
6848,157,28.06.2022,E1028,Jt 7 motor overloaded.,1.0
6850,157,29.06.2022,E1028,Jt 7 motor overloaded.,1.0
6851,157,30.06.2022,E1028,Jt 7 motor overloaded.,1.0
6853,157,22.07.2022,E1028,Jt 7 motor overloaded.,1.0
6854,157,28.07.2022,E1028,Jt 7 motor overloaded.,1.0
6950,164,18.07.2020,E1028,Jt 7 motor overloaded.,1.0
6957,164,15.08.2020,E1028,Jt 7 motor overloaded.,1.0
6958,164,18.08.2020,E1028,Jt 7 motor overloaded.,1.0
6959,164,22.08.2020,E1028,Jt 7 motor overloaded.,1.0
6964,164,2.09.2020,E1028,Jt 7 motor overloaded.,1.0
6965,164,19.09.2020,E1028,Jt 7 motor overloaded.,1.0
6967,164,23.09.2020,E1028,Jt 7 motor overloaded.,1.0
6968,164,27.09.2020,E1028,Jt 7 motor overloaded.,1.0
6970,164,14.10.2020,E1028,Jt 7 motor overloaded.,1.0
6971,164,16.10.2020,E1028,Jt 7 motor overloaded.,1.0
6972,164,26.10.2020,E1028,Jt 7 motor overloaded.,1.0
6976,164,1.12.2020,E1028,Jt 7 motor overloaded.,1.0
6980,164,22.12.2020,E1028,Jt 7 motor overloaded.,1.0
6982,164,7.01.2021,E1028,Jt 7 motor overloaded.,1.0
6991,164,27.01.2021,E1028,Jt 7 motor overloaded.,1.0
7014,164,20.02.2021,E1028,Jt 7 motor overloaded.,1.0
7015,164,27.02.2021,E1028,Jt 7 motor overloaded.,1.0
7018,164,10.03.2021,E1028,Jt 7 motor overloaded.,1.0
7022,164,10.04.2021,E1028,Jt 7 motor overloaded.,1.0
7023,164,17.04.2021,E1028,Jt 7 motor overloaded.,1.0
7072,164,17.05.2021,E1028,Jt 7 motor overloaded.,1.0
7074,164,24.05.2021,E1028,Jt 7 motor overloaded.,1.0
7075,164,25.05.2021,E1028,Jt 7 motor overloaded.,1.0
7076,164,26.05.2021,E1028,Jt 7 motor overloaded.,1.0
7077,164,28.05.2021,E1028,Jt 7 motor overloaded.,1.0
7078,164,1.06.2021,E1028,Jt 7 motor overloaded.,1.0
7081,164,10.06.2021,E1028,Jt 7 motor overloaded.,1.0
7083,164,15.06.2021,E1028,Jt 7 motor overloaded.,1.0
7084,164,16.06.2021,E1028,Jt 7 motor overloaded.,1.0
7085,164,17.06.2021,E1028,Jt 7 motor overloaded.,1.0
7088,164,25.06.2021,E1028,Jt 7 motor overloaded.,1.0
7089,164,28.06.2021,E1028,Jt 7 motor overloaded.,1.0
7091,164,2.07.2021,E1028,Jt 7 motor overloaded.,1.0
7093,164,5.07.2021,E1028,Jt 7 motor overloaded.,1.0
7094,164,9.07.2021,E1028,Jt 7 motor overloaded.,1.0
7097,164,10.07.2021,E1028,Jt 7 motor overloaded.,1.0
7101,164,13.07.2021,E1028,Jt 7 motor overloaded.,1.0
7104,164,29.07.2021,E1028,Jt 7 motor overloaded.,1.0
7110,164,7.09.2021,E1028,Jt 7 motor overloaded.,1.0
7111,164,14.09.2021,E1028,Jt 7 motor overloaded.,1.0
7118,164,7.10.2021,E1028,Jt 7 motor overloaded.,1.0
7119,164,9.10.2021,E1028,Jt 7 motor overloaded.,1.0
7120,164,11.10.2021,E1028,Jt 7 motor overloaded.,1.0
7124,164,12.10.2021,E1028,Jt 7 motor overloaded.,1.0
7128,164,13.10.2021,E1028,Jt 7 motor overloaded.,1.0
7132,164,14.10.2021,E1028,Jt 7 motor overloaded.,1.0
7135,164,15.10.2021,E1028,Jt 7 motor overloaded.,1.0
7136,164,16.10.2021,E1028,Jt 7 motor overloaded.,1.0
7139,164,18.10.2021,E1028,Jt 7 motor overloaded.,1.0
7141,164,22.10.2021,E1028,Jt 7 motor overloaded.,1.0
7142,164,23.10.2021,E1028,Jt 7 motor overloaded.,1.0
7143,164,25.10.2021,E1028,Jt 7 motor overloaded.,1.0
7182,164,26.10.2021,E1028,Jt 7 motor overloaded.,1.0
7183,164,1.11.2021,E1028,Jt 7 motor overloaded.,1.0
7185,164,2.11.2021,E1028,Jt 7 motor overloaded.,1.0
7186,164,4.11.2021,E1028,Jt 7 motor overloaded.,1.0
7189,164,5.11.2021,E1028,Jt 7 motor overloaded.,1.0
7190,164,8.11.2021,E1028,Jt 7 motor overloaded.,1.0
7191,164,9.11.2021,E1028,Jt 7 motor overloaded.,1.0
7192,164,10.11.2021,E1028,Jt 7 motor overloaded.,1.0
7194,164,11.11.2021,E1028,Jt 7 motor overloaded.,1.0
7198,164,12.11.2021,E1028,Jt 7 motor overloaded.,1.0
7201,164,13.11.2021,E1028,Jt 7 motor overloaded.,1.0
7203,164,15.11.2021,E1028,Jt 7 motor overloaded.,1.0
7205,164,17.11.2021,E1028,Jt 7 motor overloaded.,1.0
7208,164,18.11.2021,E1028,Jt 7 motor overloaded.,1.0
7209,164,19.11.2021,E1028,Jt 7 motor overloaded.,1.0
7234,164,24.11.2021,E1028,Jt 7 motor overloaded.,1.0
7237,164,6.12.2021,E1028,Jt 7 motor overloaded.,1.0
7259,164,27.12.2021,E1028,Jt 7 motor overloaded.,1.0
7260,164,4.01.2022,E1028,Jt 7 motor overloaded.,1.0
7262,164,10.02.2022,E1028,Jt 7 motor overloaded.,1.0
7263,164,11.02.2022,E1028,Jt 7 motor overloaded.,1.0
7265,164,16.02.2022,E1028,Jt 7 motor overloaded.,1.0
7266,164,19.02.2022,E1028,Jt 7 motor overloaded.,1.0
7270,164,24.02.2022,E1028,Jt 7 motor overloaded.,1.0
7271,164,25.02.2022,E1028,Jt 7 motor overloaded.,1.0
7272,164,26.02.2022,E1028,Jt 7 motor overloaded.,1.0
7274,164,28.02.2022,E1028,Jt 7 motor overloaded.,1.0
7289,164,26.03.2022,E1028,Jt 7 motor overloaded.,1.0
7291,164,29.03.2022,E1028,Jt 7 motor overloaded.,1.0
7294,164,1.04.2022,E1028,Jt 7 motor overloaded.,1.0
7303,164,11.04.2022,E1028,Jt 7 motor overloaded.,1.0
7306,164,26.04.2022,E1028,Jt 7 motor overloaded.,1.0
7317,164,24.06.2022,E1028,Jt 7 motor overloaded.,1.0
7319,164,28.06.2022,E1028,Jt 7 motor overloaded.,1.0
7320,164,1.07.2022,E1028,Jt 7 motor overloaded.,1.0
7447,172,23.07.2020,E1028,Jt 7 motor overloaded.,1.0
7513,172,17.03.2021,E1028,Jt 7 motor overloaded.,1.0
7587,172,1.12.2021,E1028,Jt 7 motor overloaded.,1.0
7647,175,23.09.2020,E1028,Jt 7 motor overloaded.,1.0
7650,175,13.11.2020,E1028,Jt 5 motor overloaded.,1.0
7693,175,19.01.2021,E1028,Jt 7 motor overloaded.,1.0
7699,175,22.02.2021,E1028,Jt 7 motor overloaded.,1.0
7700,175,5.06.2021,E1028,Jt 7 motor overloaded.,1.0
7738,175,18.01.2022,E1028,Jt 7 motor overloaded.,1.0
7834,177,7.09.2020,E1028,Jt 7 motor overloaded.,1.0
8329,181,1.12.2020,E1028,Jt 7 motor overloaded.,1.0
8366,181,8.10.2021,E1028,Jt 7 motor overloaded.,1.0
8367,181,15.10.2021,E1028,Jt 7 motor overloaded.,1.0
8633,185,11.05.2021,E1028,Jt 6 motor overloaded.,1.0
8634,185,17.05.2021,E1028,Jt 6 motor overloaded.,1.0
8637,185,22.05.2021,E1028,Jt 6 motor overloaded.,1.0
8640,185,27.05.2021,E1028,Jt 6 motor overloaded.,1.0
8651,185,3.07.2021,E1028,Jt 6 motor overloaded.,1.0
8653,185,5.07.2021,E1028,Jt 6 motor overloaded.,1.0
8674,185,18.08.2021,E1028,Jt 6 motor overloaded.,1.0
8682,185,7.09.2021,E1028,Jt 6 motor overloaded.,1.0
8685,185,18.09.2021,E1028,Jt 6 motor overloaded.,1.0
8858,186,23.09.2020,E1028,Jt 7 motor overloaded.,1.0
10258,253,30.06.2021,E1028,Jt 7 motor overloaded.,1.0
10329,253,1.04.2022,E1028,Jt 7 motor overloaded.,1.0
10364,254,21.07.2020,E1028,Jt 7 motor overloaded.,1.0
10373,254,18.09.2020,E1028,Jt 7 motor overloaded.,1.0
10392,254,5.01.2021,E1028,Jt 7 motor overloaded.,1.0
10412,254,15.03.2021,E1028,Jt 7 motor overloaded.,1.0
10417,254,4.05.2021,E1028,Jt 7 motor overloaded.,1.0
10426,254,20.08.2021,E1028,Jt 7 motor overloaded.,1.0
10460,254,8.12.2021,E1028,Jt 7 motor overloaded.,1.0
10828,257,15.03.2022,E1028,Jt 7 motor overloaded.,1.0
11033,261,22.12.2020,E1028,Jt 8 motor overloaded.,1.0
11062,261,18.05.2021,E1028,Jt 8 motor overloaded.,1.0
11065,261,21.05.2021,E1028,Jt 8 motor overloaded.,1.0
11067,261,24.05.2021,E1028,Jt 8 motor overloaded.,1.0
11068,261,1.06.2021,E1028,Jt 8 motor overloaded.,1.0
11075,261,13.07.2021,E1028,Jt 8 motor overloaded.,1.0
11172,264,1.07.2020,E1028,Jt 7 motor overloaded.,1.0
11209,264,9.03.2021,E1028,Jt 7 motor overloaded.,1.0
11225,264,21.08.2021,E1028,Jt 4 motor overloaded.,1.0
11237,264,20.09.2021,E1028,Jt 7 motor overloaded.,1.0
11285,264,20.07.2022,E1028,Jt 7 motor overloaded.,1.0
11325,265,24.12.2021,E1028,Jt 7 motor overloaded.,1.0
11359,265,7.06.2022,E1028,Jt 7 motor overloaded.,1.0
11360,265,22.06.2022,E1028,Jt 7 motor overloaded.,1.0
11738,289,13.01.2021,E1028,Jt 7 motor overloaded.,1.0
11792,289,16.04.2021,E1028,Jt 7 motor overloaded.,1.0
11796,289,2.05.2021,E1028,Jt 7 motor overloaded.,1.0
11797,289,6.05.2021,E1028,Jt 7 motor overloaded.,1.0
11799,289,15.05.2021,E1028,Jt 7 motor overloaded.,1.0
11809,289,15.06.2021,E1028,Jt 7 motor overloaded.,1.0
11819,289,6.07.2021,E1028,Jt 7 motor overloaded.,1.0
11896,293,8.07.2020,E1028,Jt 7 motor overloaded.,1.0
11906,293,17.08.2020,E1028,Jt 7 motor overloaded.,1.0
11907,293,20.08.2020,E1028,Jt 7 motor overloaded.,1.0
11912,293,16.09.2020,E1028,Jt 7 motor overloaded.,1.0
11937,293,9.01.2021,E1028,Jt 7 motor overloaded.,1.0
11953,293,3.06.2021,E1028,Jt 7 motor overloaded.,1.0
11961,293,16.07.2021,E1028,Jt 7 motor overloaded.,1.0
11974,293,8.11.2021,E1028,Jt 7 motor overloaded.,1.0
11981,293,4.02.2022,E1028,Jt 7 motor overloaded.,1.0
11986,293,24.03.2022,E1028,Jt 7 motor overloaded.,1.0
12008,294,3.07.2020,E1028,Jt 7 motor overloaded.,1.0
12009,294,6.07.2020,E1028,Jt 7 motor overloaded.,1.0
12011,294,9.07.2020,E1028,Jt 7 motor overloaded.,1.0
12014,294,11.07.2020,E1028,Jt 7 motor overloaded.,1.0
12015,294,20.07.2020,E1028,Jt 7 motor overloaded.,1.0
12017,294,26.07.2020,E1028,Jt 7 motor overloaded.,1.0
12024,294,15.08.2020,E1028,Jt 7 motor overloaded.,1.0
12025,294,17.08.2020,E1028,Jt 7 motor overloaded.,1.0
12026,294,25.08.2020,E1028,Jt 7 motor overloaded.,1.0
12028,294,12.09.2020,E1028,Jt 7 motor overloaded.,1.0
12029,294,14.09.2020,E1028,Jt 7 motor overloaded.,1.0
12039,294,15.09.2020,E1028,Jt 7 motor overloaded.,1.0
12043,294,5.10.2020,E1028,Jt 7 motor overloaded.,1.0
12044,294,7.10.2020,E1028,Jt 7 motor overloaded.,1.0
12046,294,9.10.2020,E1028,Jt 7 motor overloaded.,1.0
12048,294,10.10.2020,E1028,Jt 7 motor overloaded.,1.0
12050,294,13.10.2020,E1028,Jt 7 motor overloaded.,1.0
12052,294,14.10.2020,E1028,Jt 7 motor overloaded.,1.0
12054,294,15.10.2020,E1028,Jt 7 motor overloaded.,1.0
12057,294,16.10.2020,E1028,Jt 7 motor overloaded.,1.0
12058,294,21.10.2020,E1028,Jt 7 motor overloaded.,1.0
12059,294,22.10.2020,E1028,Jt 7 motor overloaded.,1.0
12063,294,23.10.2020,E1028,Jt 7 motor overloaded.,1.0
12065,294,24.10.2020,E1028,Jt 7 motor overloaded.,1.0
12068,294,26.10.2020,E1028,Jt 7 motor overloaded.,1.0
12070,294,27.10.2020,E1028,Jt 7 motor overloaded.,1.0
12072,294,30.10.2020,E1028,Jt 7 motor overloaded.,1.0
12073,294,4.11.2020,E1028,Jt 7 motor overloaded.,1.0
12074,294,5.11.2020,E1028,Jt 7 motor overloaded.,1.0
12075,294,7.11.2020,E1028,Jt 7 motor overloaded.,1.0
12076,294,12.11.2020,E1028,Jt 7 motor overloaded.,1.0
12078,294,19.11.2020,E1028,Jt 7 motor overloaded.,1.0
12079,294,21.11.2020,E1028,Jt 7 motor overloaded.,1.0
12080,294,24.11.2020,E1028,Jt 7 motor overloaded.,1.0
12081,294,1.12.2020,E1028,Jt 7 motor overloaded.,1.0
12082,294,3.12.2020,E1028,Jt 7 motor overloaded.,1.0
12084,294,7.12.2020,E1028,Jt 7 motor overloaded.,1.0
12087,294,12.12.2020,E1028,Jt 7 motor overloaded.,1.0
12089,294,15.12.2020,E1028,Jt 7 motor overloaded.,1.0
12093,294,5.01.2021,E1028,Jt 7 motor overloaded.,1.0
12094,294,7.01.2021,E1028,Jt 7 motor overloaded.,1.0
12095,294,10.01.2021,E1028,Jt 7 motor overloaded.,1.0
12101,294,12.01.2021,E1028,Jt 7 motor overloaded.,1.0
12103,294,17.01.2021,E1028,Jt 7 motor overloaded.,1.0
12107,294,10.02.2021,E1028,Jt 7 motor overloaded.,1.0
12109,294,13.02.2021,E1028,Jt 7 motor overloaded.,1.0
12110,294,18.02.2021,E1028,Jt 7 motor overloaded.,1.0
12113,294,19.02.2021,E1028,Jt 7 motor overloaded.,1.0
12114,294,22.02.2021,E1028,Jt 7 motor overloaded.,1.0
12116,294,24.02.2021,E1028,Jt 7 motor overloaded.,1.0
12117,294,6.03.2021,E1028,Jt 7 motor overloaded.,1.0
12125,294,20.03.2021,E1028,Jt 7 motor overloaded.,1.0
12126,294,12.04.2021,E1028,Jt 7 motor overloaded.,1.0
12137,294,14.04.2021,E1028,Jt 7 motor overloaded.,1.0
12142,294,25.04.2021,E1028,Jt 7 motor overloaded.,1.0
12143,294,28.04.2021,E1028,Jt 7 motor overloaded.,1.0
12145,294,29.04.2021,E1028,Jt 7 motor overloaded.,1.0
12146,294,4.05.2021,E1028,Jt 7 motor overloaded.,1.0
12150,294,6.05.2021,E1028,Jt 7 motor overloaded.,1.0
12153,294,7.05.2021,E1028,Jt 7 motor overloaded.,1.0
12154,294,11.05.2021,E1028,Jt 7 motor overloaded.,1.0
12155,294,21.05.2021,E1028,Jt 7 motor overloaded.,1.0
12157,294,24.05.2021,E1028,Jt 7 motor overloaded.,1.0
12158,294,28.05.2021,E1028,Jt 7 motor overloaded.,1.0
12161,294,7.06.2021,E1028,Jt 7 motor overloaded.,1.0
12162,294,9.06.2021,E1028,Jt 7 motor overloaded.,1.0
12163,294,18.06.2021,E1028,Jt 7 motor overloaded.,1.0
12171,294,21.06.2021,E1028,Jt 7 motor overloaded.,1.0
12172,294,1.07.2021,E1028,Jt 7 motor overloaded.,1.0
12173,294,2.07.2021,E1028,Jt 7 motor overloaded.,1.0
12175,294,7.07.2021,E1028,Jt 7 motor overloaded.,1.0
12176,294,14.07.2021,E1028,Jt 7 motor overloaded.,1.0
12182,294,16.07.2021,E1028,Jt 7 motor overloaded.,1.0
12183,294,17.07.2021,E1028,Jt 7 motor overloaded.,1.0
12185,294,28.07.2021,E1028,Jt 7 motor overloaded.,1.0
12188,294,29.07.2021,E1028,Jt 7 motor overloaded.,1.0
12194,294,30.07.2021,E1028,Jt 7 motor overloaded.,1.0
12197,294,31.07.2021,E1028,Jt 7 motor overloaded.,1.0
12199,294,15.08.2021,E1028,Jt 7 motor overloaded.,1.0
12201,294,16.08.2021,E1028,Jt 7 motor overloaded.,1.0
12205,294,7.09.2021,E1028,Jt 7 motor overloaded.,1.0
12211,294,8.09.2021,E1028,Jt 7 motor overloaded.,1.0
12213,294,14.09.2021,E1028,Jt 7 motor overloaded.,1.0
12216,294,15.09.2021,E1028,Jt 7 motor overloaded.,1.0
12217,294,16.09.2021,E1028,Jt 7 motor overloaded.,1.0
12219,294,20.09.2021,E1028,Jt 7 motor overloaded.,1.0
12220,294,23.09.2021,E1028,Jt 7 motor overloaded.,1.0
12222,294,1.10.2021,E1028,Jt 7 motor overloaded.,1.0
12223,294,6.10.2021,E1028,Jt 7 motor overloaded.,1.0
12224,294,9.10.2021,E1028,Jt 7 motor overloaded.,1.0
12225,294,11.10.2021,E1028,Jt 7 motor overloaded.,1.0
12228,294,15.10.2021,E1028,Jt 7 motor overloaded.,1.0
12230,294,16.10.2021,E1028,Jt 7 motor overloaded.,1.0
12233,294,20.10.2021,E1028,Jt 7 motor overloaded.,1.0
12240,294,3.11.2021,E1028,Jt 7 motor overloaded.,1.0
12241,294,5.11.2021,E1028,Jt 7 motor overloaded.,1.0
12246,294,16.11.2021,E1028,Jt 7 motor overloaded.,1.0
12247,294,17.11.2021,E1028,Jt 7 motor overloaded.,1.0
12249,294,18.11.2021,E1028,Jt 7 motor overloaded.,1.0
12251,294,19.11.2021,E1028,Jt 7 motor overloaded.,1.0
12252,294,26.11.2021,E1028,Jt 7 motor overloaded.,1.0
12253,294,29.11.2021,E1028,Jt 7 motor overloaded.,1.0
12254,294,2.12.2021,E1028,Jt 7 motor overloaded.,1.0
12256,294,3.12.2021,E1028,Jt 7 motor overloaded.,1.0
12257,294,12.12.2021,E1028,Jt 7 motor overloaded.,1.0
12260,294,14.12.2021,E1028,Jt 7 motor overloaded.,1.0
12261,294,16.12.2021,E1028,Jt 7 motor overloaded.,1.0
12263,294,30.12.2021,E1028,Jt 7 motor overloaded.,1.0
12264,294,31.12.2021,E1028,Jt 7 motor overloaded.,1.0
12266,294,4.01.2022,E1028,Jt 7 motor overloaded.,1.0
12268,294,7.01.2022,E1028,Jt 7 motor overloaded.,1.0
12269,294,20.01.2022,E1028,Jt 7 motor overloaded.,1.0
12271,294,21.01.2022,E1028,Jt 7 motor overloaded.,1.0
12276,294,12.02.2022,E1028,Jt 7 motor overloaded.,1.0
12280,294,16.02.2022,E1028,Jt 7 motor overloaded.,1.0
12281,294,18.02.2022,E1028,Jt 7 motor overloaded.,1.0
12283,294,22.02.2022,E1028,Jt 7 motor overloaded.,1.0
12284,294,24.02.2022,E1028,Jt 7 motor overloaded.,1.0
12285,294,3.03.2022,E1028,Jt 7 motor overloaded.,1.0
12288,294,17.03.2022,E1028,Jt 7 motor overloaded.,1.0
12301,294,7.04.2022,E1028,Jt 7 motor overloaded.,1.0
12302,294,25.04.2022,E1028,Jt 7 motor overloaded.,1.0
12303,294,26.04.2022,E1028,Jt 7 motor overloaded.,1.0
12306,294,30.04.2022,E1028,Jt 7 motor overloaded.,1.0
12309,294,9.05.2022,E1028,Jt 7 motor overloaded.,1.0
12312,294,10.05.2022,E1028,Jt 7 motor overloaded.,1.0
12313,294,13.05.2022,E1028,Jt 7 motor overloaded.,1.0
12315,294,14.05.2022,E1028,Jt 7 motor overloaded.,1.0
12321,294,23.05.2022,E1028,Jt 7 motor overloaded.,1.0
12322,294,26.05.2022,E1028,Jt 7 motor overloaded.,1.0
12323,294,28.05.2022,E1028,Jt 7 motor overloaded.,1.0
12324,294,3.06.2022,E1028,Jt 7 motor overloaded.,1.0
12326,294,23.06.2022,E1028,Jt 7 motor overloaded.,1.0
12328,294,24.06.2022,E1028,Jt 7 motor overloaded.,1.0
12329,294,27.06.2022,E1028,Jt 7 motor overloaded.,1.0
12333,294,2.07.2022,E1028,Jt 7 motor overloaded.,1.0
12336,294,18.07.2022,E1028,Jt 7 motor overloaded.,1.0
12338,294,21.07.2022,E1028,Jt 7 motor overloaded.,1.0
12339,294,22.07.2022,E1028,Jt 7 motor overloaded.,1.0
12340,294,23.07.2022,E1028,Jt 7 motor overloaded.,1.0
12341,294,26.07.2022,E1028,Jt 7 motor overloaded.,1.0
12741,305,23.04.2022,E1028,Jt 7 motor overloaded.,1.0
13911,340,31.03.2021,E1028,Jt 5 motor overloaded.,1.0
14207,356,14.11.2020,E1028,Jt 8 motor overloaded.,1.0
4148,111,19.06.2022,E9466,[Cubic-S(1)] Coincidence error of fixed safety input(override) state.(code 16C20800 00000004),1.0
